step_id,problem_id,prm_rating,step_type_analysis,step_type_human_calibrated,rating_x_type,position_bin,target_tokens,prefix_tokens,control_correct_count,target_correct_count,control_avg_correct,target_avg_correct,target_effect,correct_to_wrong_count,wrong_to_correct_count,danger_rate,recovery_rate,mean_target_minus_control_tokens,completion_fraction,has_abnormal_completion,placebo_eligible,placebo_run_count,eligibility_group
prm-c1d4d174440821f2,problem-ab8474b5c891f6bb,0,essential,essential,0 x essential,late,51,909,2,0,0.5,0.0,-0.5,2,0,1.0,0.0,106.75,1.0,false,1,4,eligible
prm-43a5c71b96bc6a02,problem-746eb37011dd5080,-1,harmful,redundant,-1 x harmful,middle,19,712,1,1,0.25,0.25,0.0,1,1,1.0,0.333333,562,0.875,true,1,4,eligible
prm-359b37145eea0ad1,problem-c09864a50ddd773b,1,redundant,redundant,1 x redundant,middle,36,537,4,4,1.0,1.0,0.0,0,0,0.0,,-103.75,1.0,false,1,4,eligible
prm-b22345a73912d695,problem-4aec4eb79c20b809,1,essential,redundant,1 x essential,middle,25,462,4,4,1.0,1.0,0.0,0,0,0.0,,-39,1.0,false,1,1,eligible
prm-70a2e3a4f8362a3d,problem-e76531f9dd293670,1,harmful,essential,1 x harmful,middle,33,607,4,4,1.0,1.0,0.0,0,0,0.0,,14,1.0,false,1,2,eligible
prm-a7ee94dec2e0a9cc,problem-594ea12e92fffd95,-1,harmful,harmful,-1 x harmful,late,51,977,4,4,1.0,1.0,0.0,0,0,0.0,,-34.5,1.0,false,1,4,eligible
prm-62cd37cf091fe105,problem-3367017f1ecb3df4,1,redundant,essential,1 x redundant,early,28,332,3,4,0.75,1.0,0.25,0,1,0.0,1.0,13,1.0,false,1,4,eligible
prm-27d0dda20005b851,problem-3367017f1ecb3df4,-1,harmful,essential,-1 x harmful,late,31,552,4,4,1.0,1.0,0.0,0,0,0.0,,9.5,1.0,false,1,4,eligible
prm-d7cd2fc406477b13,problem-4639686b328fdf30,0,essential,redundant,0 x essential,middle,26,827,1,0,0.25,0.0,-0.25,1,0,1.0,0.0,115.75,1.0,false,1,4,eligible
prm-b5f8d24593f1e708,problem-ca9cbef015dfaab2,0,redundant,redundant,0 x redundant,late,29,666,4,4,1.0,1.0,0.0,0,0,0.0,,-46,1.0,false,1,4,eligible
prm-d3fcbd13ec57a842,problem-7f472ed5afd0fbc0,1,redundant,redundant,1 x redundant,middle,20,403,4,4,1.0,1.0,0.0,0,0,0.0,,-3,1.0,false,1,4,eligible
prm-b8e3cc348f791b5a,problem-2ca7e059eeb0b7dd,-1,harmful,harmful,-1 x harmful,late,25,481,4,4,1.0,1.0,0.0,0,0,0.0,,11,1.0,false,1,4,eligible
prm-5c51e282ba7208e7,problem-a4a92af384d88e0b,0,harmful,harmful,0 x harmful,middle,26,464,4,4,1.0,1.0,0.0,0,0,0.0,,-24.75,1.0,false,1,4,eligible
prm-f65a99197bf57f66,problem-4f1949500aa128e9,-1,harmful,harmful,-1 x harmful,middle,46,796,0,0,0.0,0.0,0.0,0,0,,0.0,721.5,1.0,false,1,4,eligible
prm-1e1ebbda6644be84,problem-4ee4220e8bc8cdab,1,redundant,essential,1 x redundant,late,12,452,3,4,0.75,1.0,0.25,0,1,0.0,1.0,-55,1.0,false,0,0,skipped
prm-8d743a4306b744df,problem-4639686b328fdf30,0,redundant,essential,0 x redundant,late,34,967,0,0,0.0,0.0,0.0,0,0,,0.0,201.5,1.0,false,1,4,eligible
prm-939dcfcb80f17717,problem-310d3a0451c5bb4a,1,redundant,redundant,1 x redundant,late,16,444,4,4,1.0,1.0,0.0,0,0,0.0,,34,1.0,false,0,0,skipped
prm-eadb47af80561526,problem-42517366b010dd6b,-1,harmful,harmful,-1 x harmful,late,65,697,2,0,0.5,0.0,-0.5,2,0,1.0,0.0,-107,1.0,false,0,0,skipped
prm-d7fbf32a29279602,problem-e85714844acfd069,-1,harmful,harmful,-1 x harmful,middle,38,769,0,0,0.0,0.0,0.0,0,0,,0.0,-72.5,1.0,false,1,2,eligible
prm-60c1493204964b2e,problem-d4e914d360a34942,0,redundant,redundant,0 x redundant,early,8,422,0,0,0.0,0.0,0.0,0,0,,0.0,171,1.0,false,0,0,skipped
prm-6b1c6a29b6d1c9f7,problem-0887851f3251fb23,0,harmful,harmful,0 x harmful,early,15,367,3,4,0.75,1.0,0.25,0,1,0.0,1.0,9.75,1.0,false,1,1,eligible
prm-378914f040c48223,problem-ab8474b5c891f6bb,0,redundant,redundant,0 x redundant,late,62,960,0,3,0.0,0.75,0.75,0,3,,0.75,6.5,1.0,false,1,2,eligible
prm-9c5520ebe88a1852,problem-eb20fcfbc7fe587d,0,redundant,redundant,0 x redundant,early,50,308,0,0,0.0,0.0,0.0,0,0,,0.0,-82,1.0,false,0,0,skipped
prm-1d89b199249c7358,problem-4f1949500aa128e9,-1,harmful,harmful,-1 x harmful,late,73,936,0,0,0.0,0.0,0.0,0,0,,0.0,135.25,1.0,false,1,3,eligible
prm-0d673acec3561559,problem-dbd323191fa41977,-1,harmful,harmful,-1 x harmful,middle,30,509,1,2,0.25,0.5,0.25,1,2,1.0,0.666667,9,1.0,false,1,4,eligible
prm-82a7dbd4bea9c49f,problem-d43b5b59260aea9d,-1,harmful,essential,-1 x harmful,late,16,670,0,0,0.0,0.0,0.0,0,0,,0.0,17.75,1.0,false,0,0,skipped
prm-677329b0cf4a5ef0,problem-bf1b475d2d82a865,-1,harmful,harmful,-1 x harmful,late,25,533,0,0,0.0,0.0,0.0,0,0,,0.0,-120.5,0.875,true,1,3,eligible
prm-6a11cd36a6d48aac,problem-983cb8f8902a7887,0,harmful,essential,0 x harmful,middle,29,638,4,1,1.0,0.25,-0.75,3,0,0.75,,50.75,1.0,false,1,4,eligible
prm-b4b221e907450223,problem-9762de06228ca9c9,0,redundant,redundant,0 x redundant,late,24,678,4,4,1.0,1.0,0.0,0,0,0.0,,-62,1.0,false,1,1,eligible
prm-ae250ba55293ea93,problem-a89fbb80da4fb265,1,essential,redundant,1 x essential,early,41,452,2,4,0.5,1.0,0.5,0,2,0.0,1.0,-867.5,0.75,true,1,3,eligible
prm-e8138a79d9f11b5f,problem-34876d45164544f1,1,redundant,essential,1 x redundant,late,57,612,4,4,1.0,1.0,0.0,0,0,0.0,,47.25,1.0,false,1,4,eligible
prm-a795bb4c871ed999,problem-86dafa426d0346e1,-1,harmful,harmful,-1 x harmful,middle,50,600,0,3,0.0,0.75,0.75,0,3,,0.75,-19,1.0,false,1,4,eligible
prm-afb60f3ac0dd9a0b,problem-c09864a50ddd773b,0,harmful,harmful,0 x harmful,middle,41,592,4,4,1.0,1.0,0.0,0,0,0.0,,-31.75,1.0,false,1,4,eligible
prm-ce91b518cab83f12,problem-02e1cce4311336f4,-1,harmful,harmful,-1 x harmful,early,64,451,1,0,0.25,0.0,-0.25,1,0,1.0,0.0,308,0.875,true,1,1,eligible
prm-c3e6885bc7f884e7,problem-1ebb7bb0cc81425a,1,redundant,essential,1 x redundant,late,21,462,4,4,1.0,1.0,0.0,0,0,0.0,,-57,1.0,false,0,0,skipped
prm-8d8817bd48cf495e,problem-c654650535c8d5df,-1,harmful,essential,-1 x harmful,late,66,465,0,4,0.0,1.0,1.0,0,4,,1.0,20.25,1.0,false,1,1,eligible
prm-e319831ecda4ad73,problem-4ee4220e8bc8cdab,-1,harmful,harmful,-1 x harmful,late,24,536,4,4,1.0,1.0,0.0,0,0,0.0,,105.25,1.0,false,1,4,eligible
prm-8be5e8ce53ce132a,problem-4639686b328fdf30,0,redundant,redundant,0 x redundant,late,37,1073,0,1,0.0,0.25,0.25,0,1,,0.25,-504.25,0.75,true,1,4,eligible
prm-5699f280aa96d018,problem-f604ddc238c9c584,1,essential,essential,1 x essential,early,23,468,4,2,1.0,0.5,-0.5,2,0,0.5,,8.5,1.0,false,1,4,eligible
prm-015f040f29e2b298,problem-d308b5bba1d4e738,0,essential,redundant,0 x essential,early,36,372,4,0,1.0,0.0,-1.0,4,0,1.0,,-167.25,1.0,false,1,4,eligible
prm-a136374e0913b303,problem-edc76d80b3d26c0a,1,redundant,redundant,1 x redundant,late,25,857,4,4,1.0,1.0,0.0,0,0,0.0,,29.5,1.0,false,1,4,eligible
prm-2e1055ac659ff29f,problem-b18bba5824f91f21,0,redundant,harmful,0 x redundant,middle,23,486,4,4,1.0,1.0,0.0,0,0,0.0,,45.75,1.0,false,1,1,eligible
prm-36e206fe8afae4f8,problem-b85cd3a0d61d8d2a,0,redundant,redundant,0 x redundant,late,26,553,4,4,1.0,1.0,0.0,0,0,0.0,,-0.5,1.0,false,1,4,eligible
prm-64b8dd81d152bc1a,problem-2757934eba881767,-1,harmful,essential,-1 x harmful,late,80,783,0,0,0.0,0.0,0.0,0,0,,0.0,-85,0.5,true,1,1,eligible
prm-1d5a5cb08ca68e3d,problem-d3e9908503944910,-1,harmful,harmful,-1 x harmful,middle,29,533,0,3,0.0,0.75,0.75,0,3,,0.75,-2.25,1.0,false,1,4,eligible
prm-151724cd1bbe2b32,problem-63fb0c19be9bfc02,1,essential,essential,1 x essential,middle,38,390,4,4,1.0,1.0,0.0,0,0,0.0,,70.25,1.0,false,1,1,eligible
prm-4eb77ebc633f7a2d,problem-d9f531b9527df401,1,redundant,redundant,1 x redundant,late,10,525,4,4,1.0,1.0,0.0,0,0,0.0,,-11.5,1.0,false,0,0,skipped
prm-58392d69449f6f68,problem-a8c4001358470f25,-1,harmful,harmful,-1 x harmful,middle,41,562,0,0,0.0,0.0,0.0,0,0,,0.0,50.75,1.0,false,1,1,eligible
prm-e5a3f23bd55fe87a,problem-96c5e6371e5bca20,-1,harmful,harmful,-1 x harmful,middle,40,648,0,0,0.0,0.0,0.0,0,0,,0.0,-337.25,1.0,false,1,4,eligible
prm-67027b02bd4348a7,problem-eed9594538d18b57,1,essential,essential,1 x essential,middle,76,447,0,0,0.0,0.0,0.0,0,0,,0.0,-89.25,0.875,true,1,2,eligible
prm-901a3aa77c6c4dc2,problem-d7d47865fbb51ce6,1,harmful,redundant,1 x harmful,middle,31,660,0,4,0.0,1.0,1.0,0,4,,1.0,-1347.5,0.625,true,1,4,eligible
prm-bda20d3dc84e4528,problem-2ca7e059eeb0b7dd,0,redundant,redundant,0 x redundant,early,14,276,4,4,1.0,1.0,0.0,0,0,0.0,,24,1.0,false,1,4,eligible
prm-6f55f9ad3924eda5,problem-6c70163ce817add4,0,redundant,redundant,0 x redundant,late,30,656,4,4,1.0,1.0,0.0,0,0,0.0,,-14.5,1.0,false,1,4,eligible
prm-a32a5104eb5cd351,problem-e1530f57dea8f8c8,-1,harmful,harmful,-1 x harmful,late,41,697,0,4,0.0,1.0,1.0,0,4,,1.0,-60.25,1.0,false,1,4,eligible
prm-3f6d462098747631,problem-88bd1d429ff4da88,-1,harmful,harmful,-1 x harmful,middle,126,456,0,0,0.0,0.0,0.0,0,0,,0.0,34,1.0,false,1,1,eligible
prm-335e21a88e0969e0,problem-b366ba898e337926,0,redundant,redundant,0 x redundant,early,15,272,4,0,1.0,0.0,-1.0,4,0,1.0,,-77.5,1.0,false,1,3,eligible
prm-1984cb49b132bdb6,problem-86429feba2dedf48,0,harmful,redundant,0 x harmful,middle,40,763,2,4,0.5,1.0,0.5,0,2,0.0,1.0,16.75,1.0,false,1,4,eligible
prm-6340032015881710,problem-ad5b14b23ed9a9ea,0,redundant,redundant,0 x redundant,middle,25,464,4,4,1.0,1.0,0.0,0,0,0.0,,-79.25,1.0,false,1,2,eligible
prm-7ca8bf8fc95e2b20,problem-7b5a516cad6a7a6d,-1,harmful,harmful,-1 x harmful,middle,58,718,0,0,0.0,0.0,0.0,0,0,,0.0,-62.25,0.125,true,1,4,eligible
prm-ff4d90cf78aa30d8,problem-93d733b48692eae6,1,redundant,essential,1 x redundant,middle,21,409,4,4,1.0,1.0,0.0,0,0,0.0,,-31,1.0,false,1,4,eligible
prm-b51dfeb3b8305067,problem-fdc8aba1c1ade2de,1,essential,essential,1 x essential,early,65,606,0,0,0.0,0.0,0.0,0,0,,0.0,40,0.0,true,1,4,eligible
prm-a6f6b01911605940,problem-e0cb6d0fac527a83,-1,harmful,harmful,-1 x harmful,early,55,424,0,3,0.0,0.75,0.75,0,3,,0.75,82,1.0,false,1,1,eligible
prm-21878507d8f59c4d,problem-ded0ffd3643d0130,1,redundant,essential,1 x redundant,late,23,676,4,4,1.0,1.0,0.0,0,0,0.0,,3.5,1.0,false,1,3,eligible
prm-cb3eed5635ac46b4,problem-de0c58f09875d127,0,harmful,redundant,0 x harmful,early,18,282,4,4,1.0,1.0,0.0,0,0,0.0,,27.25,1.0,false,1,4,eligible
prm-4ed42d1c12397218,problem-db31d840f82d7f2e,-1,harmful,harmful,-1 x harmful,middle,23,654,0,0,0.0,0.0,0.0,0,0,,0.0,1655.25,0.5,true,1,2,eligible
prm-80def83e2346512b,problem-3b7adb5c0f931e75,-1,harmful,harmful,-1 x harmful,middle,37,518,4,0,1.0,0.0,-1.0,4,0,1.0,,-19.25,1.0,false,1,2,eligible
prm-52cd0d7cc6b4cdfc,problem-0d469d0ece1c8db4,1,essential,redundant,1 x essential,early,21,320,4,4,1.0,1.0,0.0,0,0,0.0,,-62,1.0,false,1,3,eligible
prm-836cfecb0a834014,problem-0410748c1e76e3d4,-1,harmful,harmful,-1 x harmful,middle,35,420,0,3,0.0,0.75,0.75,0,3,,0.75,-111.75,1.0,false,1,3,eligible
prm-e164a92c13c4f1d6,problem-1ebb7bb0cc81425a,0,essential,redundant,0 x essential,early,23,312,4,4,1.0,1.0,0.0,0,0,0.0,,10,1.0,false,0,0,skipped
prm-fea1ec494dc61cd4,problem-5b1d584cfe23d7df,1,harmful,essential,1 x harmful,early,44,521,3,2,0.75,0.5,-0.25,1,0,0.333333,0.0,482.5,1.0,false,1,4,eligible
prm-f3b8d8282dd5fc21,problem-b248cb4aff92956c,0,redundant,redundant,0 x redundant,early,7,332,0,0,0.0,0.0,0.0,0,0,,0.0,-19.75,0.75,true,1,1,eligible
prm-a50457954dbd885f,problem-b4c65e92228af5bd,1,redundant,redundant,1 x redundant,middle,30,519,4,4,1.0,1.0,0.0,0,0,0.0,,91,1.0,false,1,4,eligible
prm-d7691ac94c48e3a4,problem-4b5b19174e5d447f,1,essential,essential,1 x essential,middle,28,394,4,4,1.0,1.0,0.0,0,0,0.0,,41.5,1.0,false,1,1,eligible
prm-9eb976f5fba8a1ea,problem-88bd1d429ff4da88,-1,harmful,harmful,-1 x harmful,early,27,505,0,0,0.0,0.0,0.0,0,0,,0.0,98.5,1.0,false,1,1,eligible
prm-15473e963522ff7f,problem-5b1d584cfe23d7df,1,essential,essential,1 x essential,early,60,368,0,0,0.0,0.0,0.0,0,0,,0.0,510.5,1.0,false,1,4,eligible
prm-554fe1d6b58f094f,problem-de2d1c474b9ee450,0,harmful,harmful,0 x harmful,late,32,671,4,4,1.0,1.0,0.0,0,0,0.0,,-5.25,1.0,false,1,4,eligible
prm-36b1999ceae59aea,problem-210778075950cc2d,1,essential,essential,1 x essential,middle,31,400,4,4,1.0,1.0,0.0,0,0,0.0,,-59.25,1.0,false,1,4,eligible
prm-52ebf116b73ecf1a,problem-5bc561169baa97f9,-1,harmful,harmful,-1 x harmful,early,27,329,0,0,0.0,0.0,0.0,0,0,,0.0,-776.5,0.5,true,1,1,eligible
prm-dfdb549c682c7822,problem-44174d8b3df5f07b,-1,harmful,harmful,-1 x harmful,early,32,307,0,4,0.0,1.0,1.0,0,4,,1.0,104.5,1.0,false,1,1,eligible
prm-4376ee5dd1ec051f,problem-e560d5cf6d3fecc5,0,redundant,redundant,0 x redundant,early,60,334,4,2,1.0,0.5,-0.5,2,0,0.5,,1007.25,0.75,true,1,1,eligible
prm-5b638cc553a8f6cc,problem-70cf8bf9114223fc,0,essential,essential,0 x essential,late,25,710,4,4,1.0,1.0,0.0,0,0,0.0,,-19.5,1.0,false,1,4,eligible
prm-a89889ad37cbc7e2,problem-3e3197b5f708b626,-1,harmful,harmful,-1 x harmful,late,40,576,4,4,1.0,1.0,0.0,0,0,0.0,,-12.5,1.0,false,1,2,eligible
prm-a4aa6a22f3134565,problem-a8c4001358470f25,0,redundant,redundant,0 x redundant,late,31,935,4,4,1.0,1.0,0.0,0,0,0.0,,-90.5,1.0,false,1,4,eligible
prm-cd2eef413f1492b7,problem-83864f8749594ce4,1,essential,essential,1 x essential,middle,27,335,4,3,1.0,0.75,-0.25,1,0,0.25,,71,1.0,false,1,2,eligible
prm-e57bd8bedd80b00d,problem-377a092aa19d9ef0,-1,harmful,harmful,-1 x harmful,early,63,368,3,1,0.75,0.25,-0.5,2,0,0.666667,0.0,47.25,0.625,true,1,1,eligible
prm-932de7bca0e7c93d,problem-42517366b010dd6b,0,redundant,essential,0 x redundant,early,30,460,4,3,1.0,0.75,-0.25,1,0,0.25,,-56.25,1.0,false,1,4,eligible
prm-da7d81c2f0986b42,problem-a03b6b4ae366f630,-1,harmful,harmful,-1 x harmful,late,141,460,0,4,0.0,1.0,1.0,0,4,,1.0,61,1.0,false,0,0,skipped
prm-297fe2bd5193998f,problem-89ee4e5ddd25b8e0,0,redundant,redundant,0 x redundant,early,29,300,0,0,0.0,0.0,0.0,0,0,,0.0,22.25,1.0,false,1,2,eligible
prm-d10dadbf854a3250,problem-072eba222d902630,-1,harmful,harmful,-1 x harmful,late,57,821,0,4,0.0,1.0,1.0,0,4,,1.0,-13,1.0,false,1,4,eligible
prm-cea36bdf052fa8d6,problem-9377eb1958837bb7,-1,harmful,harmful,-1 x harmful,early,28,420,0,0,0.0,0.0,0.0,0,0,,0.0,-28,1.0,false,1,3,eligible
prm-f7aa110cdcd4de1b,problem-a89fbb80da4fb265,-1,harmful,harmful,-1 x harmful,middle,39,561,4,3,1.0,0.75,-0.25,1,0,0.25,,501.5,0.875,true,1,2,eligible
prm-200cc16bd7b20d90,problem-c16492850cbf8813,1,redundant,redundant,1 x redundant,early,32,398,4,4,1.0,1.0,0.0,0,0,0.0,,-1.25,1.0,false,1,4,eligible
prm-372a06491c3ab4c3,problem-73440cb70194642f,1,essential,essential,1 x essential,late,55,607,4,4,1.0,1.0,0.0,0,0,0.0,,1.5,1.0,false,1,2,eligible
prm-7c8b800f666a8d2b,problem-6c3d09ab3690acaa,0,redundant,redundant,0 x redundant,late,22,511,4,4,1.0,1.0,0.0,0,0,0.0,,24.5,1.0,false,1,3,eligible
prm-ad9e7fa994103189,problem-22b1b3e31b49a035,0,redundant,redundant,0 x redundant,middle,35,387,0,4,0.0,1.0,1.0,0,4,,1.0,150.25,1.0,false,1,3,eligible
prm-39b8f0d9babefef6,problem-69fc365bc2fe7c07,0,redundant,redundant,0 x redundant,early,15,403,2,0,0.5,0.0,-0.5,2,0,1.0,0.0,-26,1.0,false,0,0,skipped
prm-a8f0f0d569ae9708,problem-eee898cfa2cd6785,-1,harmful,harmful,-1 x harmful,late,49,679,0,4,0.0,1.0,1.0,0,4,,1.0,31.25,1.0,false,1,2,eligible
prm-17fa230838c04542,problem-2f7c46ab9eda1c84,-1,redundant,harmful,-1 x redundant,early,20,355,4,0,1.0,0.0,-1.0,4,0,1.0,,180.25,1.0,false,1,4,eligible
prm-79304f2f93ee36e7,problem-90a95247aec2a715,-1,essential,essential,-1 x essential,late,43,897,3,3,0.75,0.75,0.0,1,1,0.333333,1.0,468.75,0.875,true,1,4,eligible
prm-f209abf6bbcf46bb,problem-a89fbb80da4fb265,-1,harmful,essential,-1 x harmful,late,49,653,0,0,0.0,0.0,0.0,0,0,,0.0,1361.5,0.625,true,1,4,eligible
prm-5f58d3f9cdbdd4cd,problem-7317c41e6c58289b,1,redundant,essential,1 x redundant,middle,44,663,4,4,1.0,1.0,0.0,0,0,0.0,,39,1.0,false,1,4,eligible
prm-23e70faea1873d2b,problem-4928f50ac88f7a16,-1,harmful,redundant,-1 x harmful,late,21,540,4,4,1.0,1.0,0.0,0,0,0.0,,-66.5,0.5,true,0,0,skipped
prm-1aa633a0cb723ff0,problem-2aeafb5e569f94dd,0,redundant,redundant,0 x redundant,early,12,390,0,0,0.0,0.0,0.0,0,0,,0.0,-40,1.0,false,0,0,skipped
prm-d8dd25afa49d220a,problem-0f74f3328993b34b,1,redundant,redundant,1 x redundant,early,35,426,4,3,1.0,0.75,-0.25,1,0,0.25,,-125.75,1.0,false,1,4,eligible
prm-b8a1339e40d14487,problem-92992c0e162b3d6d,0,harmful,harmful,0 x harmful,middle,35,505,0,3,0.0,0.75,0.75,0,3,,0.75,501,0.875,true,1,4,eligible
prm-bdb3ede8ec7d1902,problem-ca9cbef015dfaab2,0,redundant,redundant,0 x redundant,middle,17,549,0,4,0.0,1.0,1.0,0,4,,1.0,-43.25,1.0,false,1,2,eligible
prm-ac1b5da6715754b0,problem-68c9e3705000687e,-1,harmful,harmful,-1 x harmful,early,25,476,0,0,0.0,0.0,0.0,0,0,,0.0,806.25,0.875,true,1,4,eligible
prm-f15246b50fdc7a05,problem-e6376885ffd20df9,-1,harmful,harmful,-1 x harmful,early,25,351,0,0,0.0,0.0,0.0,0,0,,0.0,45,0.875,true,1,2,eligible
prm-f3ade9b68838159b,problem-cb95bc64c75cf167,1,harmful,harmful,1 x harmful,early,44,460,4,4,1.0,1.0,0.0,0,0,0.0,,50.75,1.0,false,1,4,eligible
prm-ea9c90dcf0197292,problem-7b5a516cad6a7a6d,0,redundant,redundant,0 x redundant,middle,24,547,0,0,0.0,0.0,0.0,0,0,,0.0,57.25,0.125,true,1,3,eligible
prm-81d72916fff41df2,problem-5acc6365946cc933,0,redundant,harmful,0 x redundant,early,10,284,4,4,1.0,1.0,0.0,0,0,0.0,,-6,1.0,false,1,3,eligible
prm-30611e95e1fdab2f,problem-26def20db88cf572,1,redundant,redundant,1 x redundant,early,24,379,4,4,1.0,1.0,0.0,0,0,0.0,,-136.5,1.0,false,1,4,eligible
prm-5b41ee9b9b0d17ba,problem-88661c5037ee41b4,0,essential,redundant,0 x essential,early,25,449,0,4,0.0,1.0,1.0,0,4,,1.0,-1884,0.5,true,1,4,eligible
prm-8b98fbc7066216ce,problem-c6f83b0877a24b7b,-1,essential,redundant,-1 x essential,early,24,315,4,4,1.0,1.0,0.0,0,0,0.0,,12,1.0,false,0,0,skipped
prm-933bbb6ef939eb1f,problem-f5538ac4bbbed1cd,-1,harmful,harmful,-1 x harmful,early,33,463,3,0,0.75,0.0,-0.75,3,0,1.0,0.0,-66.5,1.0,false,1,4,eligible
prm-0b28d0082685012b,problem-234b319021dcf2a6,0,redundant,redundant,0 x redundant,early,22,353,0,0,0.0,0.0,0.0,0,0,,0.0,1684.5,0.25,true,1,4,eligible
prm-9cdea0642dfb0680,problem-116237dfe3dbfe5a,0,harmful,redundant,0 x harmful,middle,41,606,4,4,1.0,1.0,0.0,0,0,0.0,,-50,1.0,false,1,4,eligible
prm-a1de62b9ef1cf246,problem-d699cb734c33a748,0,essential,essential,0 x essential,early,26,326,4,0,1.0,0.0,-1.0,4,0,1.0,,17,1.0,false,1,2,eligible
prm-925200af07947f5c,problem-0809a483e113340d,0,redundant,essential,0 x redundant,middle,44,510,2,0,0.5,0.0,-0.5,2,0,1.0,0.0,-238.75,1.0,false,1,3,eligible
prm-bbc52970464fbf13,problem-a03b6b4ae366f630,0,essential,essential,0 x essential,middle,95,504,4,4,1.0,1.0,0.0,0,0,0.0,,178.25,1.0,false,1,3,eligible
prm-0ff002313a594db0,problem-fc0a8c355d6080a0,0,redundant,redundant,0 x redundant,early,24,342,0,4,0.0,1.0,1.0,0,4,,1.0,54.75,1.0,false,1,4,eligible
prm-cfef1e0669eb8eee,problem-ab7e10c4af73c9ed,1,essential,essential,1 x essential,early,33,351,0,3,0.0,0.75,0.75,0,3,,0.75,40.5,1.0,false,1,4,eligible
prm-809326ad29e9fe7f,problem-92568e30e12f074a,0,harmful,harmful,0 x harmful,middle,26,387,4,4,1.0,1.0,0.0,0,0,0.0,,-1.5,1.0,false,1,3,eligible
prm-542b09ca81c2a59d,problem-116237dfe3dbfe5a,1,harmful,redundant,1 x harmful,middle,29,472,4,0,1.0,0.0,-1.0,4,0,1.0,,-436.5,1.0,false,1,4,eligible
prm-f20b3a116ae0c86a,problem-20855ff8e775267f,0,essential,essential,0 x essential,late,44,669,2,2,0.5,0.5,0.0,0,0,0.0,0.0,21.5,1.0,false,1,2,eligible
prm-ce7da7c55243f250,problem-68c9e3705000687e,-1,harmful,harmful,-1 x harmful,early,101,476,1,0,0.25,0.0,-0.25,1,0,1.0,0.0,-514.5,1.0,false,1,2,eligible
prm-a8a8bda6701d4be2,problem-a66962fe3ac65ca5,0,harmful,harmful,0 x harmful,middle,54,545,4,3,1.0,0.75,-0.25,1,0,0.25,,-28.5,1.0,false,1,1,eligible
prm-b1821859ea0c9d57,problem-210778075950cc2d,1,redundant,redundant,1 x redundant,middle,20,428,4,4,1.0,1.0,0.0,0,0,0.0,,30.25,1.0,false,1,4,eligible
prm-7e6bdad2d7a80ef9,problem-fa8130795d8510ae,-1,harmful,harmful,-1 x harmful,middle,43,719,4,4,1.0,1.0,0.0,0,0,0.0,,-66.25,1.0,false,1,4,eligible
prm-d2f74008879c56dd,problem-de0c58f09875d127,0,redundant,essential,0 x redundant,middle,40,421,3,2,0.75,0.5,-0.25,2,1,0.666667,1.0,0.25,1.0,false,1,2,eligible
prm-1f8e288adb17d18c,problem-45e5f7656e796fc9,-1,harmful,harmful,-1 x harmful,middle,83,499,4,3,1.0,0.75,-0.25,1,0,0.25,,154,1.0,false,0,0,skipped
prm-cc448d173bf0a3b0,problem-59930f06199891a2,1,redundant,redundant,1 x redundant,early,29,416,0,3,0.0,0.75,0.75,0,3,,0.75,-36.25,1.0,false,1,4,eligible
prm-f928a55daeb136c0,problem-3b7adb5c0f931e75,1,harmful,harmful,1 x harmful,early,31,427,0,0,0.0,0.0,0.0,0,0,,0.0,49.25,1.0,false,1,3,eligible
prm-4e153a707e488ac9,problem-f612b9efc2716ec8,0,harmful,harmful,0 x harmful,middle,47,656,4,0,1.0,0.0,-1.0,4,0,1.0,,-374,1.0,false,1,4,eligible
prm-0914b22e28651211,problem-bdd65b73583a5484,0,redundant,redundant,0 x redundant,early,40,304,4,0,1.0,0.0,-1.0,4,0,1.0,,-83.5,1.0,false,1,4,eligible
prm-a33bd2bed39c0904,problem-afe7eeff1cb11ff9,1,redundant,redundant,1 x redundant,early,31,339,4,4,1.0,1.0,0.0,0,0,0.0,,-10.75,1.0,false,1,4,eligible
prm-9689f5a49ddfdb3e,problem-4d7f93151214ef76,0,essential,essential,0 x essential,late,63,582,4,1,1.0,0.25,-0.75,3,0,0.75,,-102.75,1.0,false,1,1,eligible
prm-95090e247bc58e1e,problem-3d1f09ed5cfd53dc,-1,harmful,harmful,-1 x harmful,middle,49,447,4,4,1.0,1.0,0.0,0,0,0.0,,-94,1.0,false,1,1,eligible
prm-d96f1fc3f096f50e,problem-08306232ef9ba7aa,0,essential,redundant,0 x essential,early,19,292,2,4,0.5,1.0,0.5,0,2,0.0,1.0,74.25,1.0,false,1,1,eligible
prm-ee33bfc442fd8af0,problem-29b2b39dd7862f9d,1,redundant,essential,1 x redundant,late,18,519,4,3,1.0,0.75,-0.25,1,0,0.25,,-12.5,1.0,false,1,1,eligible
prm-7b57deaaa0d16f28,problem-d3161eafd1210d42,-1,harmful,harmful,-1 x harmful,early,44,467,0,0,0.0,0.0,0.0,0,0,,0.0,853.5,0.0,true,1,4,eligible
prm-cb4a5cbf9bb5b458,problem-42517366b010dd6b,1,essential,essential,1 x essential,early,24,391,2,0,0.5,0.0,-0.5,2,0,1.0,0.0,29,1.0,false,1,4,eligible
